number,age,response_id,gender,fav_char,choice_dictation,Socialiser,Achiever,Explorer,Killer,platform,class,character_gender,Self.Monitoring,Nondisclosure.of.Imperfection,Nondisplay.of.Imperfection,Perfectionistic.Self.Promotion,Openness.To.Experience,Agreeableness,Conscienctiousness,Neuroticism,Extraversion
446,25 - 29,R_2TZhJT4xou49qpG,Male,D. Va,38,3,2,1,4,XBox,Tank,Female,23,4,5.2,4,4.142857143,3.571428571,4.2,1.75,2.888888889
447,21 - 24,R_1rAJYd0kfM9ZaOv,Male,Pharah,80,1,2,3,4,PC,Offense,Female,14,2.857142857,4.1,3.7,4,4.571428571,3.8,1.5,3.111111111
448,18 - 20,R_3MiejjlbyceR74o,Male,McCree,77,1,2,4,3,PC,Offense,Male,11,2.285714286,3.7,2.8,3.571428571,4.285714286,3.9,3,2.333333333
449,21 - 24,R_3PFxHitw83nBD0m,Male,Ana,24,2,3,4,1,PC,Support,Female,10,4.571428571,5.7,5.9,3.571428571,2.571428571,1.5,3.5,1.666666667
450,25 - 29,R_3njRUgzg9cg2b1B,Male,Zenyatta,90,2,1,4,3,PC,Support,Male,15,2,2.4,1.2,4.285714286,4.571428571,3.7,2.125,3.222222222
451,30 - 34,R_3KIpYzpqV8GsFp0,Male,Mei,37,2,1,4,3,Playstation,Defense,Female,13,3.285714286,5.3,4,4.571428571,3.428571429,1.9,3.125,2.111111111
452,18 - 20,R_3iWptsfo3VuPwmw,Female,Mercy,44,1,2,3,4,PC,Support,Female,NA,4.285714286,5.2,5.2,4.285714286,4,3.8,4.75,2.333333333
453,25 - 29,R_be0uf1qI893cjdL,Male,Zenyatta,0,2,1,3,4,PC,Support,Male,4,3.571428571,3.5,3.4,4,3,3.4,2.875,2.666666667
454,21 - 24,R_3IQ8TAGGzLSukyF,Female,Reaper,13,4,3,1,2,Playstation,Offense,Male,13,3.142857143,4.7,3.7,4.571428571,4.285714286,3.4,1.125,3.222222222
455,35 - 39,R_1F3WRxA6UpGmnrS,Male,Zarya,74,4,1,2,3,PC,Tank,Female,6,3.285714286,3.2,1.9,3.142857143,3.714285714,2.7,1.25,2.666666667
456,21 - 24,R_piPDhAgOW1jrhCx,Male,Lucio,70,2,1,4,3,PC,Support,Male,10,3.714285714,2.1,3,3.428571429,4.142857143,3.3,1.5,2.666666667
457,18 - 20,R_3jYvD2jPcASvhM3,Male,McCree,93,2,1,4,3,PC,Offense,Male,21,3.857142857,5.2,5.1,3.714285714,3.857142857,3.2,3,4.222222222
458,18 - 20,R_2v2lPnKcGchDR0f,Male,Reinhardt,40,4,2,3,1,PC,Tank,Male,17,3.857142857,2.7,1.9,2.857142857,1.857142857,1.1,3.125,3
459,21 - 24,R_1JXtIIOTevwVhPf,Male,Mercy,60,2,1,4,3,XBox,Support,Female,18,3,2.7,3.6,3.142857143,3.857142857,3.8,2.125,3.777777778
460,25 - 29,R_1Qz8fonlvCXJpgP,Female,Mercy,18,2,1,3,4,PC,Support,Female,15,3.714285714,6.5,4.9,4.571428571,3.571428571,2.9,3.875,2.555555556
461,25 - 29,R_3HtywVGbUEutEPf,Male,Ana,0,2,1,4,3,PC,Support,Female,8,2.857142857,3.5,2.2,3,4.142857143,2.5,1.875,2.555555556
462,21 - 24,R_2Xgvo9r4bOWxLSl,Male,Soldier: 76,92,1,2,4,3,PC,Offense,Male,13,3.714285714,4.8,4.4,4.285714286,3.285714286,2.4,2.625,2.888888889
463,18 - 20,R_246HvtXQalWhgS3,Male,Zenyatta,39,1,2,4,3,PC,Support,Male,10,2.857142857,5.5,2.7,3.142857143,4.571428571,2.7,3,1.888888889
464,18 - 20,R_3yq0fj3Lo8Lrni1,Male,Widowmaker,39,1,2,3,4,Playstation,Defense,Female,15,4.857142857,5.6,6.2,4.428571429,4,3.6,4.125,2.222222222
465,25 - 29,R_25Gy8eMVXsOfqUg,Male,Pharah,19,2,3,4,1,PC,Offense,Female,14,4.142857143,4.5,4.3,3.571428571,3.714285714,2.6,2.375,2.555555556
466,25 - 29,R_0dBko65UoiIbmAp,Male,Pharah,81,2,1,4,3,Playstation,Offense,Female,15,2.142857143,2.5,2,4.714285714,3.285714286,3.6,2.5,3.666666667
467,30 - 34,R_2aRlH2CHzfXYqBR,Male,Bastion,29,1,2,4,3,PC,Defense,Male,15,3.571428571,3.7,3.2,3.714285714,2.714285714,3.5,2.25,3.222222222
468,18 - 20,R_3nUxGpYjNPmd5Vu,Male,Genji,22,2,1,4,3,XBox,Offense,Male,15,5.714285714,5.4,5.1,3.571428571,3.571428571,2.4,3.25,2.222222222
469,18 - 20,R_1OxHkymJ4EyfMsY,Male,McCree,32,3,1,4,2,PC,Offense,Male,21,4.285714286,4.8,4.3,3.857142857,4,2.9,2.25,3.333333333
470,18 - 20,R_2sbdAkxlrgysrtQ,Male,Reinhardt,87,1,2,4,3,PC,Tank,Male,16,3,5.6,4.6,4.714285714,4.571428571,3.9,2.375,3.888888889
471,25 - 29,R_AMXTqR9TGbyWiFH,Female,Mercy,66,1,2,4,3,Playstation,Support,Female,13,5,6.4,6.2,4.714285714,4.714285714,4.3,3,3
472,30 - 34,R_2rpDacpI87tO970,Male,Zenyatta,70,4,1,3,2,PC,Support,Male,18,3.428571429,4.1,4.1,4.428571429,4.285714286,3.6,2,3.222222222
473,18 - 20,R_RQ3IZjXPJbaxoZP,Male,Reinhardt,33,2,1,3,4,PC,Tank,Male,15,4.857142857,3.7,3.4,3.571428571,4.857142857,2.8,3,2.444444444
474,18 - 20,R_1LpuE8ZURV3ZpiU,Female,Mercy,86,2,1,4,3,XBox,Support,Female,12,3.285714286,4.7,3.8,2.428571429,4,2.6,3.375,2.222222222
475,18 - 20,R_24qLMVBt8a60Wht,Male,McCree,0,1,2,3,4,XBox,Offense,Male,13,5.142857143,5.8,4,4.857142857,2.857142857,3.7,3.375,1.777777778
476,30 - 34,R_1Hq9PsNFGwP3RUC,Male,Lucio,75,2,1,3,4,Playstation,Support,Male,12,2,4.1,2.9,3.714285714,4.571428571,3.2,1,2.888888889
477,25 - 29,R_2rqJzqXmiYUtuXv,Female,Zenyatta,70,1,3,2,4,Playstation,Support,Male,13,3.857142857,5.5,4.3,4.142857143,3.714285714,3.2,2.5,1.444444444
478,25 - 29,R_2RR2Q6E5HzpAWUs,Female,Ana,23,2,1,3,4,PC,Support,Female,14,4,3.9,3.3,4.142857143,4.285714286,4.8,3.375,1.555555556
479,21 - 24,R_6FjzaUliv0fZOYV,Male,Lucio,93,3,1,4,2,XBox,Support,Male,13,4.142857143,5.6,3.3,4.857142857,3.428571429,2.4,3.75,2.444444444
480,25 - 29,R_O8dUzJsu5VOJo4x,Male,McCree,50,4,1,3,2,PC,Offense,Male,14,2.714285714,3,2.5,2.857142857,3.571428571,2.2,2.5,3.333333333
481,25 - 29,R_2ASuIBfvoP8LihJ,Male,Genji,50,2,1,3,4,PC,Offense,Male,15,3.142857143,3.5,2.4,5,4.428571429,3.3,3.25,3.111111111
482,18 - 20,R_3fphCBvs9YeCEf9,Male,Sombra,41,3,2,1,4,PC,Offense,Female,10,3,5.1,4.2,2.714285714,3.714285714,2.9,3.125,2
483,30 - 34,R_b3nD2KvKKpK2Q5r,Female,Mercy,71,1,4,2,3,PC,Support,Female,10,3.714285714,4.6,3.4,2.571428571,4.285714286,3.5,1.625,3
484,25 - 29,R_1HduDhRDkcSa2ys,Male,Ana,91,1,2,4,3,PC,Support,Female,13,3.142857143,2.9,4.6,4.285714286,4.857142857,4,1.125,4.444444444
485,25 - 29,R_Q0TCd7lXfdQchmV,Male,Lucio,86,3,1,4,2,XBox,Support,Male,9,1.714285714,3.6,2.8,3.285714286,4.285714286,3.4,1.875,3.444444444
486,21 - 24,R_Zel1RnJgtvYTta9,Male,Reinhardt,19,2,1,4,3,PC,Tank,Male,15,3.857142857,5.4,3.5,4.142857143,4.428571429,1.5,2.75,2.444444444
487,30 - 34,R_tEhocdMIKzIbjLr,Male,Pharah,75,4,1,3,2,PC,Offense,Female,8,3.857142857,5.3,5.2,3.571428571,3.571428571,3.4,2.625,1.666666667
488,21 - 24,R_2qn1ShuUS3yQ7xW,Male,Winston,65,1,2,4,3,PC,Tank,Male,19,3,3.7,4.1,2.714285714,4.142857143,3.4,2.875,3.555555556
489,18 - 20,R_1r692SpfhWi6AGQ,Female,Mercy,74,2,1,3,4,PC,Support,Female,17,3.285714286,3.8,2.6,3.571428571,4.714285714,3,1.5,3
490,25 - 29,R_3IVGFpQj7Gh5aRU,Male,Roadhog,90,2,1,4,3,PC,Tank,Male,10,2.142857143,5.8,4.6,4.857142857,4.571428571,4.3,4.25,1.777777778
491,30 - 34,R_1r0lif6w4viwmPb,Male,Zenyatta,19,2,3,1,4,PC,Support,Male,9,2.714285714,4.6,4.7,3.285714286,3.571428571,3.7,1.875,2.111111111
492,25 - 29,R_pnFYtns4yTdUqOt,Female,Tracer,56,2,1,4,3,PC,Offense,Female,14,2.857142857,6.1,3.6,4,4.142857143,2.4,4.625,2.111111111
493,18 - 20,R_3oLzAmFuWakYskl,Male,Ana,39,1,2,3,4,PC,Support,Female,15,4.428571429,5.4,4.4,3,2.857142857,2.7,3.25,2.333333333
494,18 - 20,R_0wb67wjBof1JebD,Male,D. Va,30,2,1,4,3,PC,Tank,Female,17,3.857142857,5,4.3,3.142857143,4.142857143,4.3,2.25,3
495,25 - 29,R_2uwiDkepbZMImkp,Female,Junkrat,100,1,2,3,4,PC,Defense,Male,11,4.428571429,5.4,4,4.714285714,4.857142857,2.9,2.5,2.555555556
496,18 - 20,R_3oWRxdoFnU8IS4E,Male,Roadhog,73,1,2,3,4,PC,Tank,Male,9,3.714285714,4.6,3.9,3.142857143,4.571428571,3.7,1.125,2
497,18 - 20,R_3m2xGPsB4GLPpqN,Male,Hanzo,61,2,1,3,4,PC,Defense,Male,11,3.428571429,4.2,3.5,4.571428571,3,3,4.75,2.444444444
498,21 - 24,R_3nf4MVMqu7kcbXE,Male,Winston,39,1,3,2,4,PC,Tank,Male,11,3.428571429,4.3,3.2,4,4,3.3,2.25,3
499,21 - 24,R_3PSs3UbsELLX2ji,Female,Zenyatta,88,3,1,2,4,PC,Support,Male,13,4.142857143,5.6,6.3,4.714285714,3.857142857,1.7,4.125,1.444444444
500,21 - 24,R_2SJIKlY5rkEvsIF,Female,Ana,75,1,2,3,4,PC,Support,Female,13,4.142857143,5,3.1,3.857142857,3.571428571,2.7,3.125,2
501,18 - 20,R_O21pSCD51ZReOqZ,Male,Mei,39,2,1,4,3,Playstation,Defense,Female,15,2.285714286,4.5,3.6,4.285714286,4,3.2,2.625,3.333333333
502,21 - 24,R_3mfqOPUAAWIQ8KH,Male,Lucio,45,1,2,3,4,XBox,Support,Male,18,1,2.7,3.3,4.428571429,4.571428571,2.6,3.75,4.222222222
503,21 - 24,R_3CEm7qV8OxaIniV,Male,Reinhardt,0,1,2,3,4,PC,Tank,Male,10,3.285714286,3.6,4,3.714285714,3.714285714,3.1,3.125,2.666666667
504,21 - 24,R_1Loo71hxQ7XsIDF,Male,D. Va,36,2,1,4,3,PC,Tank,Female,6,3,4.8,3.2,4.714285714,4,3,1.875,1.444444444
505,21 - 24,R_2qqrnSOeMwXn581,Male,McCree,50,3,1,2,4,PC,Offense,Male,13,3.142857143,3.6,2.8,3.857142857,4,2.9,2.125,3.111111111
506,18 - 20,R_32VpHTyllXLeakk,Male,Sombra,38,3,1,2,4,PC,Offense,Female,5,4.285714286,5.6,4.7,3.714285714,4.142857143,2.5,2.875,2.555555556
507,21 - 24,R_2Po0430caOFDaZk,Male,McCree,50,3,1,4,2,PC,Offense,Male,16,2.142857143,3.6,2.5,4.428571429,3.571428571,2.3,4.25,2.555555556
508,18 - 20,R_2ymFWkRZ7k4MWl3,Female,Roadhog,44,1,2,4,3,PC,Tank,Male,12,4.142857143,5.6,4.7,4.142857143,4,2.7,3.5,2.444444444
509,21 - 24,R_1oAS2BbbU8yZeH6,Male,Sombra,50,4,1,2,3,Playstation,Offense,Female,12,4.571428571,5.9,4.6,4.857142857,3.285714286,3.3,3.875,1.777777778
510,25 - 29,R_1lnjDzsvyGxKjJN,Male,Reaper,40,4,2,3,1,PC,Offense,Male,15,6.142857143,6.8,5.8,4.142857143,4.142857143,2.5,3.125,1.666666667
511,18 - 20,R_2eVb0Oc8FEvXcD3,Male,Zenyatta,50,3,1,4,2,PC,Support,Male,10,3.142857143,5.4,4,3.857142857,3.428571429,2.7,3,2.444444444
512,18 - 20,R_s7qbTdYE1t7q3Fn,Female,Tracer,33,4,2,1,3,PC,Offense,Female,11,2,3.4,3.6,3.857142857,4.857142857,1.8,4.375,2.888888889
513,18 - 20,R_1IE65SF7dkWcdDF,Female,Zenyatta,81,2,1,4,3,PC,Support,Male,8,3.571428571,5.7,4.2,3.857142857,3.571428571,3.2,3.75,2.666666667
514,18 - 20,R_1MTm4h7AqUphcLk,Male,Mercy,65,1,2,3,4,XBox,Support,Female,17,5.428571429,6.5,5.1,2.857142857,4.285714286,4.1,2.875,3.333333333
515,21 - 24,R_1H7TUWtJK7rqgdQ,Male,McCree,70,1,2,4,3,PC,Offense,Male,10,3.571428571,4.8,3.4,4.285714286,3.428571429,3.6,2.75,3.333333333
516,18 - 20,R_1pAt0MuZ7A4Oy2d,Male,Zenyatta,38,1,2,3,4,PC,Support,Male,16,3.714285714,4.6,3.8,4.285714286,3.285714286,2.2,2.875,2.666666667
517,21 - 24,R_1rJtTc0CFEf99rB,Male,Sombra,29,3,1,4,2,Playstation,Offense,Female,12,3.857142857,3.3,3,3.142857143,3.428571429,2.8,3.375,1.888888889
518,21 - 24,R_3qZMCxVZUpjWzcQ,Male,McCree,37,2,1,3,4,XBox,Offense,Male,13,5.285714286,4.9,5.2,4.571428571,3.857142857,2.5,3.125,4.222222222
519,18 - 20,R_3GdpcQY49kDu4om,Male,Genji,70,1,2,4,3,PC,Offense,Male,NA,6,3.4,4.8,3.857142857,4.714285714,3.9,2.875,3.333333333
520,35 - 39,R_3MtgKhDjHwGQnwB,Male,McCree,70,3,1,2,4,Playstation,Offense,Male,16,3,4.8,3.6,4.714285714,4.285714286,3.2,2,4.111111111
521,25 - 29,R_3MhTwpq5Jhk4jc9,Male,Zenyatta,39,2,1,3,4,PC,Support,Male,12,1.857142857,6.5,3.3,4,3.285714286,2.5,3.75,1.333333333
522,25 - 29,R_3HC6v3fB4Yw6keT,Male,Ana,80,3,1,2,4,PC,Support,Female,10,3.428571429,4.3,3.5,3.714285714,4.428571429,3.2,2.25,2.333333333
523,21 - 24,R_3GxGkcQ16Ij3cIh,Male,McCree,21,1,3,4,2,XBox,Offense,Male,17,3.142857143,4.4,2.5,5,3.857142857,3.9,2.125,4.111111111
524,25 - 29,R_UAvyQiaS9YbxfUt,Female,Zenyatta,39,3,1,2,4,PC,Support,Male,3,3.571428571,5.3,1.8,3.285714286,4.285714286,2.8,2.75,1.222222222
525,21 - 24,R_3PdfsXk26t2Wx2E,Male,Hanzo,70,3,1,2,4,PC,Defense,Male,15,3.285714286,4.4,3.4,4.142857143,3.857142857,3.2,2.125,2.444444444
526,18 - 20,R_bOgUQ1ZewZh6pjj,Male,Widowmaker,29,2,1,4,3,PC,Defense,Female,17,2.142857143,4,2.6,4.285714286,4.142857143,2.6,1.875,3
527,25 - 29,R_UiPytvIYRM7OzDP,Male,Junkrat,0,4,3,2,1,PC,Defense,Male,10,4.714285714,5.7,5.1,4,2.428571429,2.3,4.125,2.222222222
528,18 - 20,R_1OUhaATZ45oIVtj,Male,Genji,56,2,1,4,3,PC,Offense,Male,15,2,4.8,5.3,3.285714286,4.571428571,3.7,2,3.555555556
529,25 - 29,R_2V1Hoo4lncJp2Fl,Male,Soldier: 76,83,1,2,4,3,XBox,Offense,Male,15,4,3.5,3.7,3.428571429,4.857142857,4.7,1.625,4.444444444
530,18 - 20,R_3PtrMbI3wWrG25T,Male,Ana,49,4,2,1,3,PC,Support,Female,12,2.571428571,3.7,2.5,2.857142857,3.857142857,3,2.375,1.666666667
531,21 - 24,R_3CIWNpiWuFDY7HQ,Male,Pharah,19,4,1,3,2,PC,Offense,Female,21,5.857142857,6.9,6.8,3.428571429,2.428571429,2.8,4.5,3.444444444
532,21 - 24,R_1js6XkkQu9GQiPZ,Male,McCree,70,1,2,3,4,XBox,Offense,Male,15,4,5.2,3.8,4,3.571428571,3.9,2.625,2.666666667
533,18 - 20,R_2V9Yw9uGS55a7rA,Male,D. Va,0,2,1,3,4,PC,Tank,Female,13,3.571428571,4.6,4.2,3.857142857,3.857142857,2.6,2.875,3.333333333
534,30 - 34,R_Zk3tiYNvVh0B6UN,Male,Ana,20,2,1,3,4,PC,Support,Female,3,4.571428571,3.4,4.8,2.285714286,4.285714286,4.9,2.5,1.333333333
535,18 - 20,R_1FeTAJQt2idzyw3,Female,Reaper,79,2,1,4,3,PC,Offense,Male,15,2.714285714,3.9,3.2,3.857142857,3.857142857,2.5,2.25,2.444444444
536,21 - 24,R_31uWf0qhw9tt9v6,Male,Lucio,29,1,2,4,3,PC,Support,Male,8,2.285714286,4.5,2.4,4.142857143,4.285714286,2.7,2,2.222222222
537,25 - 29,R_2XmnQsJjLwTYskT,Male,Zarya,51,2,1,3,4,PC,Tank,Female,15,2.571428571,4.2,3.4,3.571428571,4.142857143,2.7,1.5,2.444444444
538,21 - 24,R_ZJCS5r3ZhnyDCZH,Male,Sombra,26,2,1,4,3,PC,Offense,Female,12,3.285714286,4.2,4.4,4.571428571,4.285714286,3.3,2.5,2.777777778
539,30 - 34,R_21tVWSwkhrswSkF,Female,Zarya,67,3,1,2,4,PC,Tank,Female,15,4.857142857,6.2,6.4,4.428571429,4,3.8,4.125,3
540,18 - 20,R_1BWz2RLYoX4Nlyc,Female,Junkrat,60,2,1,4,3,PC,Defense,Male,11,2.857142857,4.6,4.7,5,4.571428571,2.9,3.5,3.888888889
541,18 - 20,R_3huRnywCOMOPMON,Male,D. Va,38,2,1,3,4,Playstation,Tank,Female,15,2.285714286,4.9,4.7,4,4.285714286,3.3,2.625,2.666666667
542,30 - 34,R_3NxkgAWrD777gEX,Female,Zenyatta,81,1,2,4,3,PC,Support,Male,16,4.428571429,4.1,3.4,4,4,3.1,3.875,3.888888889
543,18 - 20,R_2Qh5K1PwWAxqPB3,Female,Mercy,0,4,1,2,3,XBox,Support,Female,11,4.571428571,6.2,5.5,4.428571429,4,2.2,4.5,2.444444444
544,25 - 29,R_22mPSmMi81CI0yi,Male,Junkrat,100,1,2,3,4,PC,Defense,Male,23,6.571428571,6.1,6.8,4.285714286,1.714285714,3.2,4.5,4
545,21 - 24,R_yl45yt4yRy1PACl,Male,Tracer,35,1,2,4,3,XBox,Offense,Female,15,3.285714286,2.6,4.2,4.571428571,3.285714286,2.2,4.625,3.222222222
546,21 - 24,R_3MASfnxOeyzL6EQ,Female,Mercy,84,1,2,3,4,XBox,Support,Female,19,3,5.4,2.2,4.285714286,4,2.4,3.375,3
547,21 - 24,R_2eaLg9mtb9tQqIx,Male,Winston,79,1,2,4,3,PC,Tank,Male,8,4.142857143,5.3,4.2,4.285714286,4.142857143,3.3,3,2.555555556
548,25 - 29,R_1mDzwG1r3cSBxlg,Male,McCree,91,2,1,4,3,PC,Offense,Male,11,2.428571429,2.7,2.6,4.285714286,4.285714286,3,1,3.444444444
549,30 - 34,R_1ml69p9GCqHmcgN,Male,Reinhardt,32,1,2,3,4,Playstation,Tank,Male,21,2.428571429,4.7,2.5,4.142857143,4.428571429,2,3.625,4.111111111
550,25 - 29,R_1CfqhiFByzBdgk2,Male,Zenyatta,38,1,2,3,4,PC,Support,Male,16,3.857142857,4.7,4.2,5,4.428571429,3.4,2.5,4.444444444
551,18 - 20,R_1r8OQdiAB9fBZxa,Male,Winston,29,2,1,3,4,PC,Tank,Male,13,3.428571429,2.4,3.4,4.285714286,4.714285714,4,2,2.888888889
552,18 - 20,R_cZJWweKgmv6qzPX,Male,Genji,80,1,2,4,3,PC,Offense,Male,7,1.285714286,2.8,1.3,3,4.285714286,2.8,1.875,3.111111111
553,25 - 29,R_x2ScYTMdhPVSBah,Male,Orisa,51,1,2,4,3,XBox,Tank,Female,12,1.857142857,3.9,3.3,4.571428571,4.142857143,2.5,2.875,3.888888889
554,25 - 29,R_eP6WvvQuQ5v4FXP,Male,McCree,45,1,2,4,3,PC,Offense,Male,15,3.571428571,4.2,3.3,3.857142857,3.571428571,3.2,2.5,3
555,18 - 20,R_2AXeqH3WT2QdzN1,Male,Zarya,100,2,1,4,3,PC,Tank,Female,18,3.285714286,3.8,4.7,3.857142857,4.714285714,3.5,3.625,2.444444444
556,25 - 29,R_1dM5s9vvsZak3mV,Male,Genji,19,3,1,4,2,PC,Offense,Male,7,2.714285714,3.9,4.7,4.285714286,4,3.9,2.5,3.111111111
557,18 - 20,R_1GDq8oxvu0K50BK,Male,Tracer,37,2,1,4,3,PC,Offense,Female,14,3.571428571,5,4.6,2.857142857,4.142857143,2.7,2.5,2.888888889
558,25 - 29,R_10oNsIbvLBzJwlw,Male,Mercy,66,2,1,4,3,XBox,Support,Female,10,3,4.2,4.8,3.285714286,4.142857143,3.9,2.5,2.666666667
559,21 - 24,R_2pWYHSMMSEi6oHS,Male,Widowmaker,70,3,1,4,2,Playstation,Defense,Female,10,5.857142857,6.2,6.4,4.714285714,4,1.3,3.625,2.666666667
560,18 - 20,R_25ZpsQOqiw7XTcN,Male,Zarya,75,3,1,2,4,PC,Tank,Female,16,2.285714286,5.4,2,3.142857143,3.285714286,2,3.5,3.333333333
561,30 - 34,R_2vk0DJifqDtxmTo,Female,Pharah,100,3,2,4,1,XBox,Offense,Female,8,5.142857143,6.5,5.7,3.571428571,3.857142857,3.1,4,1.777777778
562,18 - 20,R_2sXDRONIs6Mmrb4,Male,Mei,29,3,1,2,4,Playstation,Defense,Female,16,3.857142857,4,3.8,4,4,3.5,2.375,2.555555556
563,18 - 20,R_QafKdeBPZPV4j97,Male,Mercy,39,2,1,3,4,Playstation,Support,Female,14,4.714285714,5.5,4.8,4.428571429,5,3.1,4.125,2.444444444
564,21 - 24,R_6EZ4FHhNx05EN7b,Female,Soldier: 76,59,2,1,3,4,Playstation,Offense,Male,16,3.857142857,4.5,3.3,4,3.285714286,3.8,3.75,2.333333333
565,18 - 20,R_1rJlyMByxS6bgn6,Male,Mercy,77,1,2,4,3,PC,Support,Female,16,4.428571429,4.5,3.9,2.285714286,2,2.8,1.375,3.111111111
566,18 - 20,R_3mkjU1a35oQAhn5,Male,McCree,0,4,2,3,1,PC,Offense,Male,11,2.714285714,4.5,3.3,3.142857143,2.571428571,3,2.625,3.333333333
567,21 - 24,R_YPpBQJfNNvyeNJn,Male,Lucio,50,1,2,4,3,PC,Support,Male,17,2.857142857,6.3,4.3,4.285714286,3.428571429,2.8,4.125,1.888888889
568,21 - 24,R_1dtP3ajeaoSWUC2,Female,Zenyatta,40,1,2,4,3,PC,Support,Male,11,2.571428571,4.3,3.4,4.571428571,4.428571429,2.8,4,2.222222222
569,18 - 20,R_9yujp0bsXijaajL,Male,Pharah,22,3,1,2,4,PC,Offense,Female,16,5.142857143,5.3,4.1,3.142857143,3.857142857,3.2,2.125,2.222222222
570,18 - 20,R_byhxyMV1UAdlyvv,Male,Tracer,88,3,1,2,4,Playstation,Offense,Female,9,4.142857143,4.6,2.6,3.285714286,3.285714286,2.3,4.125,1.444444444
571,35 - 39,R_2PbYV9CQAqQa4ki,Male,Symmetra,70,1,3,2,4,PC,Support,Female,7,3.714285714,3.7,2.8,4.714285714,3.571428571,3.2,2.875,2.222222222
572,21 - 24,R_3ZOZBnVWqydwgcp,Male,Lucio,80,2,1,3,4,PC,Support,Male,23,5,5.4,4.7,3.857142857,4.714285714,2.8,2.625,2.777777778
573,18 - 20,R_3lssKLbEliULEoh,Male,Sombra,90,2,1,4,3,PC,Offense,Female,14,3.714285714,5.8,5.5,3.714285714,4.428571429,4.8,2.125,3.111111111
574,18 - 20,R_DzQQ8VurvgouYLL,Male,Mercy,77,1,2,4,3,PC,Support,Female,19,3.571428571,5,3,4.714285714,4.142857143,2.9,4.125,3
575,25 - 29,R_1gTT8uzWnrwL4Az,Male,D. Va,36,1,2,3,4,PC,Tank,Female,16,2,2.7,3,4.857142857,4.571428571,4.5,1.875,4
576,18 - 20,R_3EmVYUeLR27aEwd,Female,Zenyatta,40,4,1,2,3,PC,Support,Male,6,3.142857143,5.6,3.7,4.428571429,3.714285714,2.8,2.75,2.555555556
577,18 - 20,R_42z9obGg4V6jLc5,Female,Widowmaker,76,1,2,4,3,Playstation,Defense,Female,NA,6.857142857,7,5.7,2.714285714,1.142857143,2.4,4.25,1.555555556
578,18 - 20,R_DVtkDkCbxDOUyeB,Male,Junkrat,37,1,3,4,2,PC,Defense,Male,17,2.142857143,3.8,3.4,4,4.571428571,3.5,2,3.888888889
579,21 - 24,R_1mxaN2iCee8JkKA,Female,Ana,26,3,1,2,4,PC,Support,Female,20,4,3.2,2.3,5,3.571428571,3.5,3.5,4.555555556
580,21 - 24,R_2Pi1FuahTIZJb63,Female,Pharah,33,1,2,4,3,PC,Offense,Female,17,4.571428571,5.5,3.9,4,4.142857143,2.4,4.625,2.111111111
581,25 - 29,R_p5UPlFk5S8isDD3,Male,Zarya,82,1,2,3,4,PC,Tank,Female,12,3.285714286,4.7,2.6,4.428571429,3.714285714,2.8,3.75,3.555555556
582,25 - 29,R_2tfM5uA3DWiRx5K,Male,McCree,83,1,2,3,4,PC,Offense,Male,8,2.428571429,3.2,1.9,4,4.857142857,3.5,1.75,4.333333333
583,25 - 29,R_2Pj4MsJF3tzUU0B,Male,Zarya,40,2,1,3,4,PC,Tank,Female,10,4,3.5,2.3,4.714285714,4.714285714,4.2,1.25,3
584,25 - 29,R_1I4vg90tzePwbfb,Male,Orisa,41,2,1,3,4,XBox,Tank,Female,14,3.857142857,4.8,3.5,5,4.285714286,4.2,2.75,3
585,18 - 20,R_AieiMdf4lFefhLz,Male,Zenyatta,73,3,1,4,2,XBox,Support,Male,16,3.571428571,3.4,3.6,5,4.857142857,3.9,1.375,3.777777778
586,18 - 20,R_4YZrwSauDg7PDtn,Male,McCree,70,4,1,3,2,PC,Offense,Male,15,4.571428571,6.7,6,2.571428571,2.571428571,2.9,4.125,1.222222222
587,18 - 20,R_ZaeKAFkWTF3JfYB,Male,Reinhardt,69,1,2,4,3,PC,Tank,Male,12,3,4.2,3.8,4,4.428571429,3.8,1.875,2.888888889
588,18 - 20,R_2EFa0kkg4oGGOWa,Female,Zenyatta,66,1,2,3,4,Playstation,Support,Male,6,3.714285714,5.2,2.8,4.428571429,5,4.2,2.625,1.333333333
589,30 - 34,R_1fehnUJ3pAiuEFM,Male,McCree,50,3,4,2,1,PC,Offense,Male,5,4.142857143,3.2,3.8,3.857142857,2.714285714,3.3,2.625,2.444444444
590,25 - 29,R_2V3kKNxtMoIgRYi,Male,Widowmaker,0,2,1,3,4,Playstation,Defense,Female,12,2.857142857,2.9,3.3,4.714285714,4.285714286,3.6,3.875,2.111111111
591,18 - 20,R_1OjcwXogQrl8HJ5,Male,Junkrat,73,1,2,4,3,XBox,Defense,Male,17,3.142857143,5.4,3.6,4,4.285714286,4,2.25,2.555555556
592,35 - 39,R_3nHn2SSeT6GsGgV,Female,Soldier: 76,34,1,2,4,3,PC,Offense,Male,13,3,4.9,3.7,4.571428571,4.428571429,4.3,2.125,2.666666667
593,25 - 29,R_2e2PC7JfNZqhE7E,Male,Pharah,43,2,1,4,3,PC,Offense,Female,17,3.571428571,4.7,4.4,3.714285714,3.714285714,3.1,3.125,2.333333333
594,21 - 24,R_1ojQObXijRj2Nvs,Male,Lucio,53,4,1,3,2,PC,Support,Male,13,3.285714286,5.2,4,4.428571429,4.571428571,3.5,2.125,2
